RowName,Name
5194,Flawless Turanian Mercenary Boots (Epic)
5195,Flawless Turanian Phalanx Helm (Epic)
5196,Flawless Turanian Phalanx Chestguard (Epic)
5197,Flawless Turanian Phalanx Gauntlets (Epic)
5198,Flawless Turanian Phalanx Leg-guards (Epic)
5199,Flawless Turanian Phalanx Boots (Epic)
5200,Turanian Sword
5201,Turanian Great Sword
5202,Turanian Daggers
5203,Turanian Mace
5204,Turanian Warhammer
5205,Turanian Bow
5206,Turanian Pike
5207,Turanian Shield
5212,Exceptional Turanian Sword
5213,Exceptional Turanian Great Sword
5214,Exceptional Turanian Daggers
5215,Exceptional Turanian Mace
5216,Exceptional Turanian Warhammer
5217,Exceptional Turanian Bow
5218,Exceptional Turanian Pike
5219,Exceptional Turanian Shield
5224,Flawless Turanian Sword
5225,Flawless Turanian Great Sword
5226,Flawless Turanian Daggers
5227,Flawless Turanian Mace
5228,Flawless Turanian Warhammer
5229,Flawless Turanian Bow
5230,Flawless Turanian Pike
5231,Flawless Turanian Shield
5236,Turanian Sword (Epic)
5237,Turanian Great Sword (Epic)
5238,Turanian Daggers (Epic)
5239,Turanian Mace (Epic)
5240,Turanian Warhammer (Epic)
5241,Turanian Bow (Epic)
5242,Turanian Pike (Epic)
5243,Turanian Shield (Epic)
5248,Exceptional Turanian Sword (Epic)
5249,Exceptional Turanian Great Sword (Epic)
5250,Exceptional Turanian Daggers (Epic)
5251,Exceptional Turanian Mace (Epic)
5252,Exceptional Turanian Warhammer (Epic)
5253,Exceptional Turanian Bow (Epic)
5254,Exceptional Turanian Pike (Epic)
5255,Exceptional Turanian Shield (Epic)
5260,Flawless Turanian Sword (Epic)
5261,Flawless Turanian Great Sword (Epic)
5262,Flawless Turanian Daggers (Epic)
5263,Flawless Turanian Mace (Epic)
5264,Flawless Turanian Warhammer (Epic)
5265,Flawless Turanian Bow (Epic)
5266,Flawless Turanian Pike (Epic)
5267,Flawless Turanian Shield (Epic)
5272,Turanian War-Axe
5273,Exceptional Turanian War-Axe
5274,Flawless Turanian War-Axe
5275,Turanian War-Axe (Epic)
5276,Exceptional Turanian War-Axe (Epic)
5277,Flawless Turanian War-Axe (Epic)
5299,Turanian Artisan Table
5300,Turanian Foundation
5301,Turanian Wall
5302,Turanian Left-Sloping Wall
5303,Turanian Right-Sloping Wall
5304,Turanian Left-Sloping Inverted Wall
5305,Turanian Right-Sloping Inverted Wall
5306,Turanian Ceiling
5307,Turanian Doorframe
5308,Turanian Stairs
5309,Turanian Stairs (rail)
5310,Turanian Stairs Corner
5311,Turanian Ramp
5312,Turanian Ramp Corner
5313,Turanian Wedge
5314,Turanian Wedge Foundation
5315,Turanian Frame
5316,Turanian Door
5317,Turanian Pillar
5318,Turanian Fence
5319,Turanian Fence Foundation
5320,Turanian Sloped Roof
5321,Turanian Inverted Wedge Sloped Roof
5322,Turanian Wedged Sloped Roof
5323,Turanian Sloped Roof Corner
5324,Turanian Inverted Sloped Roof Corner
5325,Turanian Rooftop End
5326,Turanian Rooftop
5327,Turanian Rooftop Corner
5328,Turanian Rooftop Junction
5329,Turanian Rooftop Intersection
5330,Turanian Rooftop Cap
5331,Turanian Wall Cap
5332,Turanian Crenelated Wall
5333,Turanian Gate Frame
5334,Turanian Gate Door
5335,Turanian Hatch Frame
5336,Turanian Hatch Door
5337,Turanian Awning
5338,Turanian Awning Corner
5350,Turanian Statue
5351,Turanian Statue
5352,Turanian Statue
5353,Turanian Brazier
5354,Turanian Standing Lamp
5355,Turanian Cup
5356,Turanian Jar
5357,Turanian Hanging Lamp
5358,Turanian Stool
5359,Turanian Fodder
5360,Turanian Caravan Rhino
5361,Turanian Caravan Elephant
