RowName,Name
3161,Yamatai Demon Chestpiece (Epic)
3162,Yamatai Demon Gloves (Epic)
3163,Yamatai Demon Leggings (Epic)
3164,Yamatai Demon Sabatons (Epic)
3165,Yamatai Warlord Helmet (Epic)
3166,Yamatai Warlord Chestpiece (Epic)
3167,Yamatai Warlord Gloves (Epic)
3168,Yamatai Warlord Leggings (Epic)
3169,Yamatai Warlord Sabatons (Epic)
3170,Exceptional Yamatai Footsoldier Hat (Epic)
3171,Exceptional Yamatai Footsoldier Chestpiece (Epic)
3172,Exceptional Yamatai Footsoldier Gloves (Epic)
3173,Exceptional Yamatai Footsoldier Leggings (Epic)
3174,Exceptional Yamatai Footsoldier Sabatons (Epic)
3175,Exceptional Yamatai Demon Mask (Epic)
3176,Exceptional Yamatai Demon Chestpiece (Epic)
3177,Exceptional Yamatai Demon Gloves (Epic)
3178,Exceptional Yamatai Demon Leggings (Epic)
3179,Exceptional Yamatai Demon Sabatons (Epic)
3180,Exceptional Yamatai Warlord Helmet (Epic)
3181,Exceptional Yamatai Warlord Chestpiece (Epic)
3182,Exceptional Yamatai Warlord Gloves (Epic)
3183,Exceptional Yamatai Warlord Leggings (Epic)
3184,Exceptional Yamatai Warlord Sabatons (Epic)
3185,Flawless Yamatai Footsoldier Hat (Epic)
3186,Flawless Yamatai Footsoldier Chestpiece (Epic)
3187,Flawless Yamatai Footsoldier Gloves (Epic)
3188,Flawless Yamatai Footsoldier Leggings (Epic)
3189,Flawless Yamatai Footsoldier Sabatons (Epic)
3190,Flawless Yamatai Demon Mask (Epic)
3191,Flawless Yamatai Demon Chestpiece (Epic)
3192,Flawless Yamatai Demon Gloves (Epic)
3193,Flawless Yamatai Demon Leggings (Epic)
3194,Flawless Yamatai Demon Sabatons (Epic)
3195,Flawless Yamatai Warlord Helmet (Epic)
3196,Flawless Yamatai Warlord Chestpiece (Epic)
3197,Flawless Yamatai Warlord Gloves (Epic)
3198,Flawless Yamatai Warlord Leggings (Epic)
3199,Flawless Yamatai Warlord Sabatons (Epic)
3200,Yamatai Assassins Blade
3201,Yamatai Katana (Variant A)
3202,Yamatai Sai
3203,Yamatai Tetsubo
3204,Yamatai Warhammer
3205,Yamatai Bow
3206,Yamatai Naginata
3207,Yamatai Shield
3212,Exceptional Yamatai Assassins Blade
3213,Exceptional Yamatai Katana (Variant A)
3214,Exceptional Yamatai Sai
3215,Exceptional Yamatai Tetsubo
3216,Exceptional Yamatai Warhammer
3217,Exceptional Yamatai Bow
3218,Exceptional Yamatai Naginata
3219,Exceptional Yamatai Shield
3224,Flawless Yamatai Assassins Blade
3225,Flawless Yamatai Katana (Variant A)
3226,Flawless Yamatai Sai
3227,Flawless Yamatai Tetsubo
3228,Flawless Yamatai Warhammer
3229,Flawless Yamatai Bow
3230,Flawless Yamatai Naginata
3231,Flawless Yamatai Shield
3236,Yamatai Assassins Blade (Epic)
3237,Yamatai Katana (Epic Variant A)
3238,Yamatai Sai (Epic)
3239,Yamatai Tetsubo (Epic)
3240,Yamatai Warhammer (Epic)
3241,Yamatai Bow (Epic)
3242,Yamatai Naginata (Epic)
3243,Yamatai Shield (Epic)
3248,Exceptional Yamatai Assassins Blade (Epic)
3249,Exceptional Yamatai Katana (Epic Variant A)
3250,Exceptional Yamatai Sai (Epic)
3251,Exceptional Yamatai Tetsubo (Epic)
3252,Exceptional Yamatai Warhammer (Epic)
3253,Exceptional Yamatai Bow (Epic)
3254,Exceptional Yamatai Naginata (Epic)
3255,Exceptional Yamatai Shield (Epic)
3260,Flawless Yamatai Assassins Blade (Epic)
3261,Flawless Yamatai Katana (Epic Variant A)
3262,Flawless Yamatai Sai (Epic)
3263,Flawless Yamatai Tetsubo (Epic)
3264,Flawless Yamatai Warhammer (Epic)
3265,Flawless Yamatai Bow (Epic)
3266,Flawless Yamatai Naginata (Epic)
3267,Flawless Yamatai Shield (Epic)
3272,Yamatai War-Axe
3273,Exceptional Yamatai War-Axe
3274,Flawless Yamatai War-Axe
3275,Yamatai War-Axe (Epic)
3276,Exceptional Yamatai War-Axe (Epic)
3277,Flawless Yamatai War-Axe (Epic)
3278,Yamatai Katana (Variant B)
3279,Yamatai Katana (Epic Variant B)
3280,Yamatai Katana (Variant C)
3281,Yamatai Katana (Epic Variant C)
3282,Yamatai Katana (Variant D)
3283,Yamatai Katana (Epic Variant D)
3286,Exceptional Yamatai Katana (Variant B)
3287,Exceptional Yamatai Katana (Variant C)
3288,Exceptional Yamatai Katana (Variant D)
3289,Flawless Yamatai Katana (Variant B)
3290,Flawless Yamatai Katana (Variant C)
3291,Flawless Yamatai Katana (Variant D)
3294,Exceptional Yamatai Katana (Epic Variant B)
3295,Exceptional Yamatai Katana (Epic Variant C)
3296,Exceptional Yamatai Katana (Epic Variant D)
3297,Flawless Yamatai Katana (Epic Variant B)
3298,Flawless Yamatai Katana (Epic Variant C)
3299,Flawless Yamatai Katana (Epic Variant D)
3300,Yamatai Foundation
3301,Yamatai Wall
3302,Yamatai Left-Sloping Wall
3303,Yamatai Right-Sloping Wall
3304,Yamatai Left-Sloping Inverted Wall
3305,Yamatai Right-Sloping Inverted Wall
3306,Yamatai Ceiling
3307,Yamatai Doorframe
3308,Yamatai Stairs
3309,Yamatai Stairs (rail)
3310,Yamatai Stairs Corner
3311,Yamatai Ramp
3312,Yamatai Ramp Corner
3313,Yamatai Wedge
3314,Yamatai Wedge Foundation
3315,Yamatai Frame
3316,Yamatai Door
3317,Yamatai Pillar
3318,Yamatai Fence
3319,Yamatai Fence Foundation
3320,Yamatai Sloped Roof
3321,Yamatai Inverted Wedge Sloped Roof
3322,Yamatai Wedge Sloped Roof
3323,Yamatai Sloped Roof Corner
3324,Yamatai Inverted Sloped Roof Corner
3325,Yamatai Rooftop End
3326,Yamatai Rooftop
3327,Yamatai Rooftop Corner
3328,Yamatai Rooftop Junction
3329,Yamatai Rooftop Intersection
3330,Yamatai Rooftop Cap
3331,Yamatai Wall Cap
3332,Yamatai Crenelated Wall
3333,Yamatai Gate Frame
3334,Yamatai Gate Door
3335,Yamatai Hatch Frame
3336,Yamatai Hatch Door
3337,Yamatai Awning
3338,Yamatai Awning Corner
3350,Tiger (Variant B)
3351,Sabretooth (Variant B)
3352,Crocodile (Variant B)
3353,Tamed Spotted Hyena (Variant B)
3354,Rocknose (Variant B)
3355,Yamatai Fodder
3356,Silver-vein Rocknose (Variant B)
3357,Gold-vein Rocknose (Variant B)
3358,Greater Tiger (Pet)
3359,Greater Sabretooth (Variant B)
3360,Greater Crocodile (Variant B)
3361,Greater Hyena (Variant B)
3362,Tamed Striped Hyena (Variant B)
