RowName,Name
6171,Exceptional Pictish Wizard Robe (Epic)
6172,Exceptional Pictish Wizard Wraps (Epic)
6173,Exceptional Pictish Wizard Skirt (Epic)
6174,Exceptional Pictish Wizard Moccasins (Epic)
6175,Exceptional Pictish Brave Headgear (Epic)
6176,Exceptional Pictish Brave Tunic (Epic)
6177,Exceptional Pictish Brave Wristwraps (Epic)
6178,Exceptional Pictish Brave Breechclout (Epic)
6179,Exceptional Pictish Brave Moccasins (Epic)
6180,Exceptional Pictish Warchief Headdress (Epic)
6181,Exceptional Pictish Warchief Chestpiece (Epic)
6182,Exceptional Pictish Warchief Gauntlets (Epic)
6183,Exceptional Pictish Warchief Leggings (Epic)
6184,Exceptional Pictish Warchief Boots (Epic)
6185,Flawless Pictish Wizard Mask (Epic)
6186,Flawless Pictish Wizard Robe (Epic)
6187,Flawless Pictish Wizard Wraps (Epic)
6188,Flawless Pictish Wizard Skirt (Epic)
6189,Flawless Pictish Wizard Moccasins (Epic)
6190,Flawless Pictish Brave Headgear (Epic)
6191,Flawless Pictish Brave Tunic (Epic)
6192,Flawless Pictish Brave Wristwrapsv
6193,Flawless Pictish Brave Breechclout (Epic)
6194,Flawless Pictish Brave Moccasins (Epic)
6195,Flawless Pictish Warchief Headdress (Epic)
6196,Flawless Pictish Warchief Chestpiece (Epic)
6197,Flawless Pictish Warchief Gauntlets (Epic)
6198,Flawless Pictish Warchief Leggings (Epic)
6199,Flawless Pictish Warchief Boots (Epic)
6200,Pictish Longsword
6201,Pictish Greatsword
6202,Pictish Daggers
6203,Pictish Club
6204,Pictish Warhammer
6205,Pictish Bow
6206,Pictish Longspear
6207,Pictish Shield
6212,Exceptional Pictish Longsword
6213,Exceptional Pictish Greatsword
6214,Exceptional Pictish Daggers
6215,Exceptional Pictish Club
6216,Exceptional Pictish Warhammer
6217,Exceptional Pictish Bow
6218,Exceptional Pictish Longspear
6219,Exceptional Pictish Shield
6224,Flawless Pictish Longsword
6225,Flawless Pictish Greatsword
6226,Flawless Pictish Daggers
6227,Flawless Pictish Club
6228,Flawless Pictish Warhammer
6229,Flawless Pictish Bow
6230,Flawless Pictish Longspear
6231,Flawless Pictish Shield
6236,Pictish Longsword (Epic)
6237,Pictish Greatsword (Epic)
6238,Pictish Daggers (Epic)
6239,Pictish Club (Epic)
6240,Pictish Warhammer (Epic)
6241,Pictish Bow (Epic)
6242,Pictish Longspear (Epic)
6243,Pictish Shield (Epic)
6244,Pictish Javelin (Epic)
6246,Pictish Axe (Epic)
6248,Exceptional Pictish Longsword (Epic)
6249,Exceptional Pictish Greatsword (Epic)
6250,Exceptional Pictish Daggers (Epic)
6251,Exceptional Pictish Club (Epic)
6252,Exceptional Pictish Warhammer (Epic)
6253,Exceptional Pictish Bow (Epic)
6254,Exceptional Pictish Longspear (Epic)
6255,Exceptional Pictish Shield (Epic)
6260,Flawless Pictish Longsword (Epic)
6261,Flawless Pictish Greatsword (Epic)
6262,Flawless Pictish Daggers (Epic)
6263,Flawless Pictish Club (Epic)
6264,Flawless Pictish Warhammer (Epic)
6265,Flawless Pictish Bow (Epic)
6266,Flawless Pictish Longspear (Epic)
6267,Flawless Pictish Shield (Epic)
6272,Pictish War-Axe
6273,Exceptional Pictish War-Axe
6274,Flawless Pictish War-Axe
6275,Pictish War-Axe (Epic)
6276,Exceptional Pictish War-Axe (Epic)
6277,Flawless Pictish War-Axe (Epic)
6300,Frontier Foundation
6301,Frontier Wall
6302,Frontier Left-Sloping Wall
6303,Frontier Right-Sloping Wall
6304,Frontier Left-Sloping Inverted Wall
6305,Frontier Right-Sloping Inverted Wall
6306,Frontier Ceiling
6307,Frontier Doorframe
6308,Frontier Stairs
6309,Frontier Stairs (rail)
6310,Frontier Stairs Corner
6311,Frontier Ramp
6312,Frontier Ramp Corner
6313,Frontier Wedge
6314,Frontier Wedge Foundation
6315,Frontier Frame
6316,Frontier Door
6317,Frontier Pillar
6318,Frontier Fence
6319,Frontier Fence Foundation
6320,Frontier Sloped Roof
6321,Frontier Inverted Wedge Sloped Roof
6322,Frontier Wedged Sloped Roof
6323,Frontier Sloped Roof Corner
6324,Frontier Inverted Sloped Roof Corner
6325,Frontier Rooftop End
6326,Frontier Rooftop
6327,Frontier Rooftop Corner
6328,Frontier Rooftop Junction
6329,Frontier Rooftop Intersection
6330,Frontier Rooftop Cap
6331,Frontier Wall Cap
6332,Frontier Crenelated Wall
6333,Frontier Gate Frame
6334,Frontier Gate Door
6335,Frontier Hatch Frame
6336,Frontier Hatch Door
6337,Frontier Awning
6338,Frontier Awning Corner
6350,Shoebill
6351,Bear
6352,Panther
6353,Shaleback
6354,Wolf
6355,Totemic Fodder
6356,Shoebill
6357,Shoebill
6358,Greater Bear
6359,Greater Panther
6360,Greater Wolf
6361,Shaleback
6362,Shaleback
6363,Shaleback
