RowName,Name
8195,Flawless Khitan Imperial Helm
8196,Flawless Khitan Imperial Breastplate
8197,Flawless Khitan Imperial Bracers
8198,Flawless Khitan Imperial Tasset
8199,Flawless Khitan Imperial Boots
8200,Khitan Jian
8201,Khitan Great Jian
8202,Khitan Dual-dao
8203,Khitan Mace
8204,Khitan Warclub
8205,Khitan Bow
8206,Khitan Quiang
8207,Khitan Shield
8212,Exceptional Khitan Jian
8213,Exceptional Khitan Great Jian
8214,Exceptional Khitan Dual-dao
8215,Exceptional Khitan Mace
8216,Exceptional Khitan Warclub
8217,Exceptional Khitan Bow
8218,Exceptional Khitan Quiang
8219,Exceptional Khitan Shield
8224,Flawless Khitan Jian
8225,Flawless Khitan Great Jian
8226,Flawless Khitan Dual-dao
8227,Flawless Khitan Mace
8228,Flawless Khitan Warclub
8229,Flawless Khitan Bow
8230,Flawless Khitan Quiang
8231,Flawless Khitan Shield
8236,Khitan Jian (Epic)
8237,Khitan Great Jian (Epic)
8238,Khitan Dual-dao (Epic)
8239,Khitan Mace (Epic)
8240,Khitan Warclub (Epic)
8241,Khitan Bow (Epic)
8242,Khitan Quiang (Epic)
8243,Khitan Shield (Epic)
8248,Exceptional Khitan Jian (Epic)
8249,Exceptional Khitan Great Jian (Epic)
8250,Exceptional Khitan Dual-dao (Epic)
8251,Exceptional Khitan Mace (Epic)
8252,Exceptional Khitan Warclub (Epic)
8253,Exceptional Khitan Bow (Epic)
8254,Exceptional Khitan Quiang (Epic)
8255,Exceptional Khitan Shield (Epic)
8260,Flawless Khitan Jian (Epic)
8261,Flawless Khitan Great Jian (Epic)
8262,Flawless Khitan Dual-dao (Epic)
8263,Flawless Khitan Mace (Epic)
8264,Flawless Khitan Warclub (Epic)
8265,Flawless Khitan Bow (Epic)
8266,Flawless Khitan Quiang (Epic)
8267,Flawless Khitan Shield (Epic)
8272,Khitan War-axe
8273,Exceptional Khitan War-axe
8274,Flawless Khitan War-axe
8275,Khitan War-axe (Epic)
8276,Exceptional Khitan War-axe (Epic)
8277,Flawless Khitan War-axe (Epic)
8299,Khitan Artisan Table
8300,Khitan Foundation
8301,Khitan Wall
8302,Khitan Left-Sloping Wall
8303,Khitan Right-Sloping Wall
8304,Khitan Left-Sloping Inverted Wall
8305,Khitan Right-Sloping Inverted Wall
8306,Khitan Ceiling
8307,Khitan Doorframe
8308,Khitan Stairs
8309,Khitan Stairs (rail)
8310,Khitan Stairs Corner
8311,Khitan Ramp
8312,Khitan Ramp Corner
8313,Khitan Wedge
8314,Khitan Wedge Foundation
8315,Khitan Frame
8316,Khitan Door
8317,Khitan Pillar
8318,Khitan Fence
8319,Khitan Fence Foundation
8320,Khitan Sloped Roof
8321,Khitan Inverted Wedge Sloped Roof
8322,Khitan Wedge Sloped Roof
8323,Khitan Sloped Roof Corner
8324,Khitan Inverted Sloped Roof Corner
8325,Khitan Rooftop End
8326,Khitan Rooftop
8327,Khitan Rooftop Corner
8328,Khitan Rooftop Junction
8329,Khitan Rooftop Intersection
8330,Khitan Rooftop Cap
8331,Khitan Wall Cap
8332,Khitan Crenelated Wall
8333,Khitan Gate Frame
8334,Khitan Gate Door
8335,Khitan Hatch Frame
8336,Khitan Hatch Door
8337,Khitan Awning
8338,Khitan Awning Corner
8350,Khitan Brazier
8351,Khitan Brazier
8352,Jade Cat Idol
8353,Iron Cauldron
8354,Iron Cauldron
8355,Iron Cauldron
8356,Iron Cauldron
8357,Khitan Wooden Seat
8358,Khitan Pot
8359,Khitan Zheng
8360,Khitan Table
8361,Khitan Table
8362,Khitan Folding Screen
8363,Khitan Dragon Idol
8364,Khitan Foot-rest
8365,Khitan Tapestry
8366,Khitan Legionary Statue
8367,Khitan Lamp
8368,Khitan Lamp
8369,Khitan Drum
8370,Khitan Carpet
8371,Khitan Carpet
8372,Khitan Chair
8373,Khitan Jar
